4220000,しずおかけん,しずおかしあおいく,いかにけいさいがないばあい,静岡県,静岡市葵区,以下に掲載がない場合
4200838,しずおかけん,しずおかしあおいく,あいおいちょう,静岡県,静岡市葵区,相生町
4212309,しずおかけん,しずおかしあおいく,あいぶち,静岡県,静岡市葵区,相淵
4211307,しずおかけん,しずおかしあおいく,あいまた,静岡県,静岡市葵区,相俣
4200017,しずおかけん,しずおかしあおいく,あおいちょう,静岡県,静岡市葵区,葵町
4211305,しずおかけん,しずおかしあおいく,あかざわ,静岡県,静岡市葵区,赤沢
4200963,しずおかけん,しずおかしあおいく,あかまつ,静岡県,静岡市葵区,赤松
4200948,しずおかけん,しずおかしあおいく,あきやまちょう,静岡県,静岡市葵区,秋山町
4200810,しずおかけん,しずおかしあおいく,あげつち,静岡県,静岡市葵区,上土
4200811,しずおかけん,しずおかしあおいく,あげつちしんでん,静岡県,静岡市葵区,上土新田
4200968,しずおかけん,しずおかしあおいく,あさはた,静岡県,静岡市葵区,あさはた
4212125,しずおかけん,しずおかしあおいく,あしくぼおくぐみ,静岡県,静岡市葵区,足久保奥組
4212124,しずおかけん,しずおかしあおいく,あしくぼくちぐみ,静岡県,静岡市葵区,足久保口組
4200836,しずおかけん,しずおかしあおいく,あずまちょう,静岡県,静岡市葵区,東町
4212114,しずおかけん,しずおかしあおいく,あべぐちしんでん,静岡県,静岡市葵区,安倍口新田
4212113,しずおかけん,しずおかしあおいく,あべぐちだんち,静岡県,静岡市葵区,安倍口団地
4200869,しずおかけん,しずおかしあおいく,あべちょう,静岡県,静岡市葵区,安倍町
4200965,しずおかけん,しずおかしあおいく,ありなが,静岡県,静岡市葵区,有永
4200011,しずおかけん,しずおかしあおいく,あんざい,静岡県,静岡市葵区,安西
4200882,しずおかけん,しずおかしあおいく,あんどう,静岡県,静岡市葵区,安東
4200863,しずおかけん,しずおかしあおいく,あんどうやなぎちょう,静岡県,静岡市葵区,安東柳町
4280504,しずおかけん,しずおかしあおいく,いかわ,静岡県,静岡市葵区,井川
4200936,しずおかけん,しずおかしあおいく,いけがや,静岡県,静岡市葵区,池ケ谷
4200935,しずおかけん,しずおかしあおいく,いけがやひがし,静岡県,静岡市葵区,池ケ谷東
4200071,しずおかけん,しずおかしあおいく,いちばんちょう,静岡県,静岡市葵区,一番町
4200001,しずおかけん,しずおかしあおいく,いのみやちょう,静岡県,静岡市葵区,井宮町
4200946,しずおかけん,しずおかしあおいく,いろはちょう,静岡県,静岡市葵区,伊呂波町
4280503,しずおかけん,しずおかしあおいく,いわさき,静岡県,静岡市葵区,岩崎
4200952,しずおかけん,しずおかしあおいく,うしだ,静岡県,静岡市葵区,牛田
4212106,しずおかけん,しずおかしあおいく,うしづま,静岡県,静岡市葵区,牛妻
4212118,しずおかけん,しずおかしあおいく,うちまき,静岡県,静岡市葵区,内牧
4212303,しずおかけん,しずおかしあおいく,うとうぎ,静岡県,静岡市葵区,有東木
4211222,しずおかけん,しずおかしあおいく,うぶめ,静岡県,静岡市葵区,産女
4212301,しずおかけん,しずおかしあおいく,うめがしま,静岡県,静岡市葵区,梅ケ島
4200038,しずおかけん,しずおかしあおいく,うめやちょう,静岡県,静岡市葵区,梅屋町
4200953,しずおかけん,しずおかしあおいく,うるしやま,静岡県,静岡市葵区,漆山
4212112,しずおかけん,しずおかしあおいく,えんどうしんでん,静岡県,静岡市葵区,遠藤新田
4200853,しずおかけん,しずおかしあおいく,おうてまち,静岡県,静岡市葵区,追手町
4200886,しずおかけん,しずおかしあおいく,おおいわ,静岡県,静岡市葵区,大岩
4200884,しずおかけん,しずおかしあおいく,おおいわほんちょう,静岡県,静岡市葵区,大岩本町
4200883,しずおかけん,しずおかしあおいく,おおいわみやしたちょう,静岡県,静岡市葵区,大岩宮下町
4200885,しずおかけん,しずおかしあおいく,おおいわちょう,静岡県,静岡市葵区,大岩町
4200026,しずおかけん,しずおかしあおいく,おおがまち,静岡県,静岡市葵区,大鋸町
4212227,しずおかけん,しずおかしあおいく,おおさわ,静岡県,静岡市葵区,大沢
4200845,しずおかけん,しずおかしあおいく,おおたまち,静岡県,静岡市葵区,太田町
4211314,しずおかけん,しずおかしあおいく,おおはら,静岡県,静岡市葵区,大原
4211401,しずおかけん,しずおかしあおいく,おおま,静岡県,静岡市葵区,大間
4212215,しずおかけん,しずおかしあおいく,おくいけがや,静岡県,静岡市葵区,奥池ケ谷
4212201,しずおかけん,しずおかしあおいく,おくせんまた,静岡県,静岡市葵区,奥仙俣
4212223,しずおかけん,しずおかしあおいく,おちあい,静岡県,静岡市葵区,落合
4200834,しずおかけん,しずおかしあおいく,おとわちょう,静岡県,静岡市葵区,音羽町
4211302,しずおかけん,しずおかしあおいく,かぎあな,静岡県,静岡市葵区,鍵穴
4212214,しずおかけん,しずおかしあおいく,かきしま,静岡県,静岡市葵区,柿島
4200873,しずおかけん,しずおかしあおいく,かごうえ,静岡県,静岡市葵区,籠上
4200823,しずおかけん,しずおかしあおいく,かすが,静岡県,静岡市葵区,春日
4200824,しずおかけん,しずおかしあおいく,かすがちょう,静岡県,静岡市葵区,春日町
4200003,しずおかけん,しずおかしあおいく,かたはちょう,静岡県,静岡市葵区,片羽町
4200925,しずおかけん,しずおかしあおいく,かとうじま,静岡県,静岡市葵区,加藤島
4212107,しずおかけん,しずおかしあおいく,かどや,静岡県,静岡市葵区,門屋
4200841,しずおかけん,しずおかしあおいく,かみあしあらい,静岡県,静岡市葵区,上足洗
4200014,しずおかけん,しずおかしあおいく,かみおけやちょう,静岡県,静岡市葵区,上桶屋町
4212211,しずおかけん,しずおかしあおいく,かみおちあい,静岡県,静岡市葵区,上落合
4200815,しずおかけん,しずおかしあおいく,かみくつのやちょう,静岡県,静岡市葵区,上沓谷町
4200039,しずおかけん,しずおかしあおいく,かみごくちょう,静岡県,静岡市葵区,上石町
4280502,しずおかけん,しずおかしあおいく,かみさかもと,静岡県,静岡市葵区,上坂本
4200062,しずおかけん,しずおかしあおいく,かみしんとみちょう,静岡県,静岡市葵区,上新富町
4200943,しずおかけん,しずおかしあおいく,かみてんま,静岡県,静岡市葵区,上伝馬
